Data,Dia da Semana,Mês,Nome da Fruta,Categoria,Quantidade Vendida (kg),Preço por Kg (R$),Receita (R$),Vendedor,Feira,Forma de Pagamento,Promoção?,Clima,Observações
2024-07-11,Thursday,July,Pera,Temperada,43.7,5.2,227.24,Maria Frutas,Feira Bairro Novo,Cartão Débito,Não,Nublado,Produto fresco
2024-07-11,Thursday,July,Mamão,Tropical,25.8,3.0,77.4,Carlos Natureza,Feira da Estação,Cartão Crédito,Sim,Nublado,Produto fresco
2024-07-11,Thursday,July,Coco,Tropical,27.4,3.7,101.38,João da Fruta,Feira do Parque,Dinheiro,Não,Ensolarado,Produto fresco
2024-07-11,Thursday,July,Banana,Tropical,13.9,3.5,48.65,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Sim,Ensolarado,Vendas médias
2024-07-12,Friday,July,Maçã,Temperada,8.7,5.0,43.5,Maria Frutas,Feira Central,Cartão Crédito,Sim,Ensolarado,Pouco movimento
2024-07-12,Friday,July,Laranja,Cítrica,49.7,3.8,188.86,Maria Frutas,Feira Central,Dinheiro,Sim,Nublado,Concorrência alta
2024-07-12,Friday,July,Manga,Tropical,14.6,4.2,61.32,Ana Tropical,Feira da Estação,Dinheiro,Não,Nublado,Concorrência alta
2024-07-12,Friday,July,Uva,Temperada,43.6,7.0,305.2,João da Fruta,Feira Central,Pix,Sim,Nublado,Vendas médias
2024-07-13,Saturday,July,Laranja,Cítrica,29.7,3.8,112.86,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Chuvoso,Pouco movimento
2024-07-13,Saturday,July,Coco,Tropical,35.8,3.7,132.46,João da Fruta,Feira do Parque,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-07-13,Saturday,July,Manga,Tropical,12.7,4.2,53.34,Ana Tropical,Feira da Estação,Dinheiro,Não,Nublado,Boa procura
2024-07-14,Sunday,July,Manga,Tropical,47.3,4.2,198.66,Maria Frutas,Feira Bairro Novo,Cartão Débito,Sim,Chuvoso,Produto fresco
2024-07-14,Sunday,July,Uva,Temperada,17.9,7.0,125.3,João da Fruta,Feira Central,Dinheiro,Não,Chuvoso,Boa procura
2024-07-14,Sunday,July,Coco,Tropical,22.5,3.7,83.25,Ana Tropical,Feira Central,Cartão Débito,Sim,Nublado,Produto fresco
2024-07-14,Sunday,July,Coco,Tropical,16.7,3.7,61.79,Ana Tropical,Feira da Estação,Cartão Débito,Não,Nublado,Pouco movimento
2024-07-15,Monday,July,Uva,Temperada,23.6,7.0,165.2,João da Fruta,Feira Bairro Novo,Dinheiro,Sim,Nublado,Pouco movimento
2024-07-15,Monday,July,Manga,Tropical,9.1,4.2,38.22,Ana Tropical,Feira Central,Cartão Crédito,Não,Nublado,Vendas médias
2024-07-15,Monday,July,Melancia,Tropical,39.9,2.5,99.75,Maria Frutas,Feira da Estação,Dinheiro,Não,Ensolarado,Boa procura
2024-07-15,Monday,July,Laranja,Cítrica,8.7,3.8,33.06,Maria Frutas,Feira Bairro Novo,Pix,Não,Ensolarado,Produto fresco
2024-07-15,Monday,July,Manga,Tropical,31.0,4.2,130.2,Carlos Natureza,Feira Bairro Novo,Cartão Crédito,Sim,Ensolarado,Concorrência alta
2024-07-15,Monday,July,Limão,Cítrica,38.7,2.2,85.14,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Boa procura
2024-07-16,Tuesday,July,Melancia,Tropical,27.9,2.5,69.75,Carlos Natureza,Feira Bairro Novo,Dinheiro,Não,Ensolarado,Pouco movimento
2024-07-16,Tuesday,July,Laranja,Cítrica,32.5,3.8,123.5,João da Fruta,Feira Central,Cartão Débito,Não,Chuvoso,Vendas médias
2024-07-16,Tuesday,July,Coco,Tropical,23.6,3.7,87.32,João da Fruta,Feira do Parque,Pix,Sim,Nublado,Pouco movimento
2024-07-16,Tuesday,July,Mamão,Tropical,29.2,3.0,87.6,Maria Frutas,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Pouco movimento
2024-07-16,Tuesday,July,Pera,Temperada,19.4,5.2,100.88,Carlos Natureza,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Pouco movimento
2024-07-16,Tuesday,July,Pera,Temperada,28.0,5.2,145.6,Carlos Natureza,Feira Central,Cartão Crédito,Não,Ensolarado,Produto fresco
2024-07-17,Wednesday,July,Mamão,Tropical,25.5,3.0,76.5,João da Fruta,Feira do Parque,Cartão Débito,Sim,Chuvoso,Produto fresco
2024-07-17,Wednesday,July,Mamão,Tropical,48.9,3.0,146.7,Carlos Natureza,Feira da Estação,Dinheiro,Não,Nublado,Produto fresco
2024-07-17,Wednesday,July,Maçã,Temperada,48.7,5.0,243.5,Maria Frutas,Feira Central,Dinheiro,Sim,Nublado,Vendas médias
2024-07-18,Thursday,July,Pera,Temperada,10.9,5.2,56.68,Maria Frutas,Feira Central,Cartão Débito,Sim,Nublado,Vendas médias
2024-07-18,Thursday,July,Kiwi,Temperada,11.3,6.5,73.45,João da Fruta,Feira Bairro Novo,Cartão Débito,Sim,Nublado,Vendas médias
2024-07-18,Thursday,July,Uva,Temperada,35.5,7.0,248.5,Carlos Natureza,Feira Central,Pix,Não,Nublado,Concorrência alta
2024-07-19,Friday,July,Maçã,Temperada,41.6,5.0,208.0,Maria Frutas,Feira da Estação,Dinheiro,Sim,Ensolarado,Vendas médias
2024-07-19,Friday,July,Banana,Tropical,37.0,3.5,129.5,Carlos Natureza,Feira Central,Dinheiro,Não,Chuvoso,Boa procura
2024-07-19,Friday,July,Manga,Tropical,47.1,4.2,197.82,Carlos Natureza,Feira do Parque,Cartão Débito,Não,Chuvoso,Produto fresco
2024-07-20,Saturday,July,Coco,Tropical,10.1,3.7,37.37,João da Fruta,Feira Central,Dinheiro,Sim,Ensolarado,Produto fresco
2024-07-20,Saturday,July,Abacaxi,Tropical,27.6,4.8,132.48,Carlos Natureza,Feira do Parque,Pix,Não,Chuvoso,Vendas médias
2024-07-20,Saturday,July,Uva,Temperada,42.5,7.0,297.5,João da Fruta,Feira da Estação,Cartão Crédito,Sim,Ensolarado,Boa procura
2024-07-20,Saturday,July,Limão,Cítrica,39.7,2.2,87.34,João da Fruta,Feira da Estação,Dinheiro,Não,Nublado,Concorrência alta
2024-07-20,Saturday,July,Uva,Temperada,36.4,7.0,254.8,Ana Tropical,Feira do Parque,Cartão Crédito,Não,Ensolarado,Vendas médias
2024-07-21,Sunday,July,Laranja,Cítrica,8.4,3.8,31.92,Carlos Natureza,Feira Bairro Novo,Dinheiro,Sim,Nublado,Produto fresco
2024-07-21,Sunday,July,Abacaxi,Tropical,17.2,4.8,82.56,João da Fruta,Feira Central,Cartão Crédito,Sim,Nublado,Vendas médias
2024-07-21,Sunday,July,Abacaxi,Tropical,46.1,4.8,221.28,Carlos Natureza,Feira da Estação,Pix,Não,Chuvoso,Concorrência alta
2024-07-21,Sunday,July,Coco,Tropical,6.0,3.7,22.2,Carlos Natureza,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Produto fresco
2024-07-22,Monday,July,Maçã,Temperada,37.4,5.0,187.0,Ana Tropical,Feira Central,Cartão Débito,Não,Nublado,Pouco movimento
2024-07-22,Monday,July,Laranja,Cítrica,12.4,3.8,47.12,Maria Frutas,Feira do Parque,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-07-22,Monday,July,Pera,Temperada,47.6,5.2,247.52,Maria Frutas,Feira da Estação,Cartão Crédito,Sim,Nublado,Produto fresco
2024-07-22,Monday,July,Maçã,Temperada,38.1,5.0,190.5,João da Fruta,Feira Central,Cartão Crédito,Não,Chuvoso,Boa procura
2024-07-22,Monday,July,Abacaxi,Tropical,39.1,4.8,187.68,Ana Tropical,Feira do Parque,Pix,Sim,Chuvoso,Concorrência alta
2024-07-22,Monday,July,Manga,Tropical,23.8,4.2,99.96,João da Fruta,Feira Bairro Novo,Cartão Crédito,Sim,Nublado,Vendas médias
2024-07-23,Tuesday,July,Melancia,Tropical,34.2,2.5,85.5,Ana Tropical,Feira Bairro Novo,Cartão Débito,Sim,Nublado,Produto fresco
2024-07-23,Tuesday,July,Pera,Temperada,12.7,5.2,66.04,Ana Tropical,Feira da Estação,Dinheiro,Não,Chuvoso,Boa procura
2024-07-23,Tuesday,July,Banana,Tropical,48.4,3.5,169.4,Carlos Natureza,Feira Bairro Novo,Dinheiro,Sim,Nublado,Boa procura
2024-07-23,Tuesday,July,Laranja,Cítrica,33.3,3.8,126.54,Ana Tropical,Feira Bairro Novo,Pix,Sim,Ensolarado,Produto fresco
2024-07-23,Tuesday,July,Limão,Cítrica,39.4,2.2,86.68,João da Fruta,Feira Bairro Novo,Dinheiro,Não,Nublado,Produto fresco
2024-07-23,Tuesday,July,Banana,Tropical,20.6,3.5,72.1,João da Fruta,Feira Bairro Novo,Dinheiro,Sim,Nublado,Vendas médias
2024-07-24,Wednesday,July,Mamão,Tropical,25.4,3.0,76.2,Maria Frutas,Feira Central,Cartão Crédito,Não,Chuvoso,Concorrência alta
2024-07-24,Wednesday,July,Laranja,Cítrica,22.7,3.8,86.26,João da Fruta,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-07-24,Wednesday,July,Coco,Tropical,7.4,3.7,27.38,João da Fruta,Feira Central,Cartão Débito,Sim,Ensolarado,Produto fresco
2024-07-24,Wednesday,July,Mamão,Tropical,42.5,3.0,127.5,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Chuvoso,Boa procura
2024-07-24,Wednesday,July,Melancia,Tropical,31.2,2.5,78.0,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Sim,Nublado,Vendas médias
2024-07-24,Wednesday,July,Maçã,Temperada,25.5,5.0,127.5,João da Fruta,Feira da Estação,Dinheiro,Sim,Ensolarado,Produto fresco
2024-07-25,Thursday,July,Uva,Temperada,46.2,7.0,323.4,João da Fruta,Feira da Estação,Dinheiro,Não,Nublado,Vendas médias
2024-07-25,Thursday,July,Abacaxi,Tropical,46.5,4.8,223.2,Ana Tropical,Feira do Parque,Pix,Sim,Chuvoso,Produto fresco
2024-07-25,Thursday,July,Abacaxi,Tropical,47.7,4.8,228.96,Ana Tropical,Feira do Parque,Cartão Crédito,Sim,Nublado,Vendas médias
2024-07-26,Friday,July,Melancia,Tropical,41.4,2.5,103.5,Ana Tropical,Feira Central,Cartão Débito,Sim,Ensolarado,Concorrência alta
2024-07-26,Friday,July,Abacaxi,Tropical,35.2,4.8,168.96,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Produto fresco
2024-07-26,Friday,July,Coco,Tropical,11.0,3.7,40.7,Ana Tropical,Feira Bairro Novo,Cartão Débito,Não,Chuvoso,Concorrência alta
2024-07-26,Friday,July,Pera,Temperada,5.3,5.2,27.56,João da Fruta,Feira do Parque,Cartão Débito,Não,Ensolarado,Vendas médias
2024-07-26,Friday,July,Uva,Temperada,20.5,7.0,143.5,Carlos Natureza,Feira da Estação,Cartão Crédito,Não,Ensolarado,Pouco movimento
2024-07-26,Friday,July,Banana,Tropical,12.2,3.5,42.7,Maria Frutas,Feira Bairro Novo,Dinheiro,Não,Chuvoso,Vendas médias
2024-07-27,Saturday,July,Maçã,Temperada,36.7,5.0,183.5,João da Fruta,Feira Central,Dinheiro,Sim,Ensolarado,Produto fresco
2024-07-27,Saturday,July,Banana,Tropical,29.1,3.5,101.85,Maria Frutas,Feira Central,Cartão Débito,Não,Chuvoso,Vendas médias
2024-07-27,Saturday,July,Banana,Tropical,7.6,3.5,26.6,Ana Tropical,Feira Bairro Novo,Dinheiro,Não,Nublado,Vendas médias
2024-07-28,Sunday,July,Mamão,Tropical,33.5,3.0,100.5,Ana Tropical,Feira Central,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-07-28,Sunday,July,Limão,Cítrica,48.8,2.2,107.36,Carlos Natureza,Feira Central,Cartão Crédito,Não,Ensolarado,Vendas médias
2024-07-28,Sunday,July,Uva,Temperada,21.4,7.0,149.8,Ana Tropical,Feira Bairro Novo,Cartão Débito,Não,Chuvoso,Boa procura
2024-07-28,Sunday,July,Kiwi,Temperada,18.8,6.5,122.2,Ana Tropical,Feira Bairro Novo,Pix,Não,Chuvoso,Pouco movimento
2024-07-28,Sunday,July,Laranja,Cítrica,11.3,3.8,42.94,Ana Tropical,Feira Central,Cartão Crédito,Sim,Chuvoso,Boa procura
2024-07-28,Sunday,July,Coco,Tropical,15.4,3.7,56.98,João da Fruta,Feira do Parque,Cartão Débito,Sim,Ensolarado,Boa procura
2024-07-29,Monday,July,Coco,Tropical,13.9,3.7,51.43,Ana Tropical,Feira do Parque,Pix,Sim,Chuvoso,Vendas médias
2024-07-29,Monday,July,Pera,Temperada,45.3,5.2,235.56,João da Fruta,Feira Bairro Novo,Dinheiro,Não,Ensolarado,Vendas médias
2024-07-29,Monday,July,Melancia,Tropical,6.9,2.5,17.25,João da Fruta,Feira do Parque,Cartão Débito,Sim,Nublado,Concorrência alta
2024-07-29,Monday,July,Laranja,Cítrica,26.4,3.8,100.32,João da Fruta,Feira Central,Dinheiro,Não,Nublado,Boa procura
2024-07-30,Tuesday,July,Maçã,Temperada,43.1,5.0,215.5,Maria Frutas,Feira da Estação,Cartão Crédito,Não,Ensolarado,Pouco movimento
2024-07-30,Tuesday,July,Pera,Temperada,36.9,5.2,191.88,Ana Tropical,Feira Bairro Novo,Cartão Débito,Sim,Chuvoso,Produto fresco
2024-07-30,Tuesday,July,Kiwi,Temperada,26.8,6.5,174.2,Carlos Natureza,Feira da Estação,Dinheiro,Sim,Nublado,Vendas médias
2024-07-30,Tuesday,July,Abacaxi,Tropical,40.4,4.8,193.92,Carlos Natureza,Feira da Estação,Dinheiro,Não,Chuvoso,Concorrência alta
2024-07-31,Wednesday,July,Maçã,Temperada,6.9,5.0,34.5,Carlos Natureza,Feira Central,Dinheiro,Sim,Ensolarado,Concorrência alta
2024-07-31,Wednesday,July,Pera,Temperada,47.4,5.2,246.48,Carlos Natureza,Feira do Parque,Dinheiro,Sim,Chuvoso,Boa procura
2024-07-31,Wednesday,July,Pera,Temperada,49.1,5.2,255.32,Carlos Natureza,Feira do Parque,Dinheiro,Não,Ensolarado,Boa procura
2024-07-31,Wednesday,July,Abacaxi,Tropical,49.4,4.8,237.12,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Nublado,Boa procura
2024-08-01,Thursday,August,Coco,Tropical,42.1,3.7,155.77,Ana Tropical,Feira Central,Pix,Sim,Chuvoso,Pouco movimento
2024-08-01,Thursday,August,Laranja,Cítrica,32.3,3.8,122.74,Maria Frutas,Feira da Estação,Dinheiro,Sim,Ensolarado,Produto fresco
2024-08-01,Thursday,August,Uva,Temperada,42.3,7.0,296.1,Ana Tropical,Feira Central,Cartão Crédito,Sim,Ensolarado,Boa procura
2024-08-01,Thursday,August,Abacaxi,Tropical,38.6,4.8,185.28,Carlos Natureza,Feira Bairro Novo,Pix,Sim,Ensolarado,Pouco movimento
2024-08-02,Friday,August,Abacaxi,Tropical,41.0,4.8,196.8,Maria Frutas,Feira Central,Pix,Sim,Nublado,Concorrência alta
2024-08-02,Friday,August,Maçã,Temperada,22.3,5.0,111.5,Maria Frutas,Feira Central,Pix,Sim,Nublado,Concorrência alta
2024-08-02,Friday,August,Abacaxi,Tropical,29.5,4.8,141.6,Maria Frutas,Feira Bairro Novo,Dinheiro,Sim,Ensolarado,Boa procura
2024-08-03,Saturday,August,Laranja,Cítrica,48.9,3.8,185.82,Carlos Natureza,Feira Central,Cartão Débito,Não,Nublado,Concorrência alta
2024-08-03,Saturday,August,Maçã,Temperada,37.5,5.0,187.5,João da Fruta,Feira Bairro Novo,Pix,Não,Nublado,Boa procura
2024-08-03,Saturday,August,Limão,Cítrica,43.2,2.2,95.04,Carlos Natureza,Feira da Estação,Dinheiro,Sim,Ensolarado,Vendas médias
2024-08-03,Saturday,August,Mamão,Tropical,16.0,3.0,48.0,João da Fruta,Feira Bairro Novo,Dinheiro,Sim,Ensolarado,Pouco movimento
2024-08-03,Saturday,August,Coco,Tropical,16.7,3.7,61.79,Carlos Natureza,Feira Central,Pix,Não,Nublado,Concorrência alta
2024-08-04,Sunday,August,Manga,Tropical,18.7,4.2,78.54,Carlos Natureza,Feira do Parque,Pix,Sim,Nublado,Produto fresco
2024-08-04,Sunday,August,Kiwi,Temperada,32.8,6.5,213.2,Maria Frutas,Feira do Parque,Pix,Sim,Nublado,Pouco movimento
2024-08-04,Sunday,August,Mamão,Tropical,12.3,3.0,36.9,Ana Tropical,Feira da Estação,Cartão Crédito,Não,Nublado,Pouco movimento
2024-08-04,Sunday,August,Melancia,Tropical,47.7,2.5,119.25,Maria Frutas,Feira Central,Pix,Não,Ensolarado,Pouco movimento
2024-08-04,Sunday,August,Limão,Cítrica,39.3,2.2,86.46,Maria Frutas,Feira Bairro Novo,Cartão Débito,Sim,Nublado,Vendas médias
2024-08-04,Sunday,August,Kiwi,Temperada,15.9,6.5,103.35,João da Fruta,Feira do Parque,Cartão Crédito,Não,Ensolarado,Concorrência alta
2024-08-05,Monday,August,Laranja,Cítrica,12.2,3.8,46.36,Ana Tropical,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Vendas médias
2024-08-05,Monday,August,Pera,Temperada,18.2,5.2,94.64,Carlos Natureza,Feira da Estação,Cartão Débito,Não,Chuvoso,Pouco movimento
2024-08-05,Monday,August,Limão,Cítrica,21.9,2.2,48.18,Maria Frutas,Feira Central,Cartão Crédito,Não,Ensolarado,Vendas médias
2024-08-06,Tuesday,August,Mamão,Tropical,13.1,3.0,39.3,Carlos Natureza,Feira Bairro Novo,Cartão Débito,Não,Ensolarado,Boa procura
2024-08-06,Tuesday,August,Kiwi,Temperada,39.9,6.5,259.35,Ana Tropical,Feira da Estação,Pix,Sim,Chuvoso,Vendas médias
2024-08-06,Tuesday,August,Uva,Temperada,7.3,7.0,51.1,Ana Tropical,Feira Central,Pix,Não,Chuvoso,Produto fresco
2024-08-06,Tuesday,August,Limão,Cítrica,32.7,2.2,71.94,Carlos Natureza,Feira do Parque,Dinheiro,Não,Nublado,Produto fresco
2024-08-06,Tuesday,August,Pera,Temperada,27.6,5.2,143.52,Maria Frutas,Feira da Estação,Dinheiro,Sim,Chuvoso,Concorrência alta
2024-08-06,Tuesday,August,Laranja,Cítrica,19.7,3.8,74.86,Maria Frutas,Feira Bairro Novo,Dinheiro,Sim,Nublado,Produto fresco
2024-08-07,Wednesday,August,Uva,Temperada,20.0,7.0,140.0,Carlos Natureza,Feira da Estação,Pix,Sim,Ensolarado,Boa procura
2024-08-07,Wednesday,August,Mamão,Tropical,32.1,3.0,96.3,João da Fruta,Feira do Parque,Cartão Crédito,Sim,Nublado,Vendas médias
2024-08-07,Wednesday,August,Maçã,Temperada,43.4,5.0,217.0,Ana Tropical,Feira da Estação,Cartão Crédito,Não,Ensolarado,Pouco movimento
2024-08-07,Wednesday,August,Limão,Cítrica,7.8,2.2,17.16,Carlos Natureza,Feira Bairro Novo,Pix,Sim,Ensolarado,Concorrência alta
2024-08-08,Thursday,August,Banana,Tropical,36.4,3.5,127.4,João da Fruta,Feira da Estação,Dinheiro,Sim,Nublado,Vendas médias
2024-08-08,Thursday,August,Mamão,Tropical,35.2,3.0,105.6,Maria Frutas,Feira da Estação,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-08-08,Thursday,August,Coco,Tropical,5.4,3.7,19.98,João da Fruta,Feira do Parque,Dinheiro,Sim,Chuvoso,Concorrência alta
2024-08-08,Thursday,August,Mamão,Tropical,23.6,3.0,70.8,Maria Frutas,Feira Bairro Novo,Cartão Débito,Não,Nublado,Pouco movimento
2024-08-08,Thursday,August,Laranja,Cítrica,21.8,3.8,82.84,João da Fruta,Feira da Estação,Dinheiro,Sim,Nublado,Vendas médias
2024-08-08,Thursday,August,Banana,Tropical,6.4,3.5,22.4,Carlos Natureza,Feira do Parque,Dinheiro,Sim,Ensolarado,Vendas médias
2024-08-09,Friday,August,Pera,Temperada,24.7,5.2,128.44,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Nublado,Vendas médias
2024-08-09,Friday,August,Kiwi,Temperada,9.6,6.5,62.4,Ana Tropical,Feira Central,Pix,Sim,Chuvoso,Boa procura
2024-08-09,Friday,August,Melancia,Tropical,13.5,2.5,33.75,Ana Tropical,Feira Central,Cartão Crédito,Não,Ensolarado,Vendas médias
2024-08-09,Friday,August,Pera,Temperada,38.6,5.2,200.72,João da Fruta,Feira Central,Cartão Débito,Não,Nublado,Vendas médias
2024-08-09,Friday,August,Uva,Temperada,20.7,7.0,144.9,Carlos Natureza,Feira do Parque,Dinheiro,Sim,Chuvoso,Pouco movimento
2024-08-09,Friday,August,Laranja,Cítrica,7.6,3.8,28.88,João da Fruta,Feira da Estação,Cartão Débito,Sim,Nublado,Boa procura
2024-08-10,Saturday,August,Mamão,Tropical,45.0,3.0,135.0,Ana Tropical,Feira Central,Pix,Sim,Nublado,Produto fresco
2024-08-10,Saturday,August,Banana,Tropical,44.1,3.5,154.35,Ana Tropical,Feira do Parque,Pix,Não,Chuvoso,Pouco movimento
2024-08-10,Saturday,August,Maçã,Temperada,7.9,5.0,39.5,João da Fruta,Feira Central,Pix,Sim,Nublado,Boa procura
2024-08-10,Saturday,August,Laranja,Cítrica,36.5,3.8,138.7,João da Fruta,Feira da Estação,Cartão Crédito,Não,Chuvoso,Vendas médias
2024-08-10,Saturday,August,Kiwi,Temperada,34.3,6.5,222.95,Carlos Natureza,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Boa procura
2024-08-10,Saturday,August,Banana,Tropical,24.5,3.5,85.75,Carlos Natureza,Feira Central,Dinheiro,Sim,Nublado,Pouco movimento
2024-08-11,Sunday,August,Manga,Tropical,19.8,4.2,83.16,Ana Tropical,Feira do Parque,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-08-11,Sunday,August,Kiwi,Temperada,49.6,6.5,322.4,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-08-11,Sunday,August,Laranja,Cítrica,32.0,3.8,121.6,Maria Frutas,Feira da Estação,Pix,Sim,Chuvoso,Produto fresco
2024-08-11,Sunday,August,Banana,Tropical,39.8,3.5,139.3,Ana Tropical,Feira do Parque,Dinheiro,Não,Chuvoso,Produto fresco
2024-08-11,Sunday,August,Laranja,Cítrica,21.1,3.8,80.18,Carlos Natureza,Feira do Parque,Cartão Débito,Não,Nublado,Vendas médias
2024-08-12,Monday,August,Abacaxi,Tropical,8.5,4.8,40.8,Carlos Natureza,Feira da Estação,Dinheiro,Sim,Chuvoso,Vendas médias
2024-08-12,Monday,August,Limão,Cítrica,22.9,2.2,50.38,Maria Frutas,Feira Bairro Novo,Pix,Não,Chuvoso,Produto fresco
2024-08-12,Monday,August,Pera,Temperada,17.6,5.2,91.52,Maria Frutas,Feira do Parque,Cartão Crédito,Não,Chuvoso,Produto fresco
2024-08-12,Monday,August,Manga,Tropical,17.5,4.2,73.5,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Sim,Nublado,Boa procura
2024-08-12,Monday,August,Coco,Tropical,37.7,3.7,139.49,João da Fruta,Feira da Estação,Dinheiro,Sim,Chuvoso,Pouco movimento
2024-08-13,Tuesday,August,Banana,Tropical,28.9,3.5,101.15,Carlos Natureza,Feira Bairro Novo,Cartão Débito,Não,Ensolarado,Vendas médias
2024-08-13,Tuesday,August,Uva,Temperada,20.1,7.0,140.7,Maria Frutas,Feira Central,Pix,Não,Nublado,Pouco movimento
2024-08-13,Tuesday,August,Kiwi,Temperada,7.9,6.5,51.35,Carlos Natureza,Feira Bairro Novo,Pix,Não,Nublado,Concorrência alta
2024-08-13,Tuesday,August,Kiwi,Temperada,35.6,6.5,231.4,Carlos Natureza,Feira Bairro Novo,Pix,Sim,Nublado,Pouco movimento
2024-08-13,Tuesday,August,Limão,Cítrica,38.7,2.2,85.14,Maria Frutas,Feira Central,Cartão Débito,Não,Nublado,Boa procura
2024-08-14,Wednesday,August,Pera,Temperada,11.0,5.2,57.2,João da Fruta,Feira da Estação,Cartão Crédito,Sim,Ensolarado,Boa procura
2024-08-14,Wednesday,August,Abacaxi,Tropical,19.0,4.8,91.2,Maria Frutas,Feira Bairro Novo,Dinheiro,Sim,Ensolarado,Pouco movimento
2024-08-14,Wednesday,August,Pera,Temperada,45.0,5.2,234.0,Carlos Natureza,Feira Bairro Novo,Cartão Débito,Sim,Chuvoso,Concorrência alta
2024-08-14,Wednesday,August,Coco,Tropical,39.0,3.7,144.3,Maria Frutas,Feira Central,Cartão Crédito,Sim,Ensolarado,Pouco movimento
2024-08-14,Wednesday,August,Pera,Temperada,18.0,5.2,93.6,Ana Tropical,Feira Central,Cartão Crédito,Sim,Chuvoso,Pouco movimento
2024-08-14,Wednesday,August,Uva,Temperada,9.9,7.0,69.3,João da Fruta,Feira Central,Cartão Débito,Sim,Ensolarado,Pouco movimento
2024-08-15,Thursday,August,Mamão,Tropical,25.1,3.0,75.3,Ana Tropical,Feira do Parque,Cartão Crédito,Sim,Nublado,Concorrência alta
2024-08-15,Thursday,August,Mamão,Tropical,20.8,3.0,62.4,Maria Frutas,Feira do Parque,Cartão Débito,Não,Nublado,Vendas médias
2024-08-15,Thursday,August,Banana,Tropical,8.8,3.5,30.8,Maria Frutas,Feira Central,Cartão Crédito,Sim,Nublado,Vendas médias
2024-08-15,Thursday,August,Pera,Temperada,15.4,5.2,80.08,Carlos Natureza,Feira Central,Cartão Crédito,Não,Chuvoso,Produto fresco
2024-08-15,Thursday,August,Kiwi,Temperada,16.8,6.5,109.2,Maria Frutas,Feira Central,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-08-16,Friday,August,Melancia,Tropical,10.9,2.5,27.25,Carlos Natureza,Feira da Estação,Pix,Não,Chuvoso,Pouco movimento
2024-08-16,Friday,August,Pera,Temperada,46.5,5.2,241.8,Ana Tropical,Feira Bairro Novo,Dinheiro,Não,Ensolarado,Concorrência alta
2024-08-16,Friday,August,Banana,Tropical,49.2,3.5,172.2,João da Fruta,Feira Central,Cartão Crédito,Não,Chuvoso,Produto fresco
2024-08-17,Saturday,August,Abacaxi,Tropical,17.3,4.8,83.04,Ana Tropical,Feira do Parque,Cartão Crédito,Não,Ensolarado,Vendas médias
2024-08-17,Saturday,August,Manga,Tropical,43.6,4.2,183.12,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Nublado,Produto fresco
2024-08-17,Saturday,August,Abacaxi,Tropical,34.2,4.8,164.16,Ana Tropical,Feira Central,Cartão Crédito,Sim,Ensolarado,Pouco movimento
2024-08-17,Saturday,August,Mamão,Tropical,50.0,3.0,150.0,Maria Frutas,Feira do Parque,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-08-18,Sunday,August,Laranja,Cítrica,43.4,3.8,164.92,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Chuvoso,Pouco movimento
2024-08-18,Sunday,August,Melancia,Tropical,34.1,2.5,85.25,Carlos Natureza,Feira da Estação,Dinheiro,Sim,Ensolarado,Boa procura
2024-08-18,Sunday,August,Banana,Tropical,22.4,3.5,78.4,Maria Frutas,Feira da Estação,Cartão Débito,Sim,Chuvoso,Concorrência alta
2024-08-19,Monday,August,Abacaxi,Tropical,43.9,4.8,210.72,Carlos Natureza,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Produto fresco
2024-08-19,Monday,August,Kiwi,Temperada,48.5,6.5,315.25,João da Fruta,Feira Central,Cartão Crédito,Não,Ensolarado,Produto fresco
2024-08-19,Monday,August,Maçã,Temperada,36.4,5.0,182.0,João da Fruta,Feira da Estação,Cartão Débito,Sim,Nublado,Vendas médias
2024-08-20,Tuesday,August,Mamão,Tropical,17.9,3.0,53.7,Maria Frutas,Feira da Estação,Pix,Não,Chuvoso,Vendas médias
